Kategori|Skill|Micro Skill
Python|Fonksiyonlar ve Fonksiyonel Programlama|Dekoratörlerin temelini anlamak için fonksiyonların da obje olduğunu ve argüman olarak aktarılabildiğini kavrama
Python|Hata Ayıklama ve Hata Yönetimi|Kod içine print ifadeleri koyarak değişken değerlerini takip etme (basit debug tekniği)
Python|Hata Ayıklama ve Hata Yönetimi|Python pdb modülünü kullanarak satır satır ilerleme ve etkileşimli debug yapma
Python|Hata Ayıklama ve Hata Yönetimi|try/except blokları ile olası hataları (exceptions) yakalama
Python|Hata Ayıklama ve Hata Yönetimi|Belirli exception tiplerini yakalama (ör. ValueError, KeyError gibi) ve ayrı except bloklarında ele alma
Python|Hata Ayıklama ve Hata Yönetimi|finally bloğunu kullanarak hata olsa da olmasa da çalışacak temizleme işlemleri tanımlama
Python|Hata Ayıklama ve Hata Yönetimi|else bloğunu kullanarak hata oluşmadığında çalışacak kodları belirtme
Python|Hata Ayıklama ve Hata Yönetimi|Özel hata türleri oluşturma (Exception sınıfından miras alan kendi hata sınıfını yazma)
Python|Hata Ayıklama ve Hata Yönetimi|"raise ifadesi ile bilinçli olarak hata fırlatma (ör. parametre geçerli değilse raise ValueError(""mesaj""))"
Python|Hata Ayıklama ve Hata Yönetimi|Hata iz bilgisini (traceback) okuyarak hatanın hangi satırdan kaynaklandığını belirleme
Python|Hata Ayıklama ve Hata Yönetimi|Hata mesajlarını arama motorunda arayarak yaygın çözüm yöntemlerini araştırma
Python|Hata Ayıklama ve Hata Yönetimi|assert ifadesini kullanarak koşul sağlamazsa otomatik AssertionError fırlatılması (savunma programlama)
Python|Hata Ayıklama ve Hata Yönetimi|logging kütüphanesini kullanarak farklı seviyelerde (DEBUG, INFO, ERROR) log mesajları yazma
Python|Hata Ayıklama ve Hata Yönetimi|IDE veya editör üzerinden breakpoint koyarak kodu adım adım yürütme ve değişkenleri inceleme
Python|Hata Ayıklama ve Hata Yönetimi|Döngülerde ve fonksiyonlarda değişken değerlerini izleyerek hatayı tekrar üretme (reproduce etme) adımları oluşturma
Python|Hata Ayıklama ve Hata Yönetimi|Kodun potansiyel hata noktalarına koşul kontrolleri ekleyerek proaktif önlem alma
Python|Hata Ayıklama ve Hata Yönetimi|Python’da yaygın özel durum (exception) türlerini öğrenme ve anlamları (IndexError, TypeError, OSError vb.)
Python|Hata Ayıklama ve Hata Yönetimi|Exception yakalarken mümkün olduğunca spesifik tipleri yakalama, genel except Exception: kullanımından kaçınma
Python|Keras Görüntü Modelleri|CNN modeli oluşturma
Python|Keras Görüntü Modelleri|Katmanlar tanımlama (Conv2D, MaxPooling2D)
Python|Keras Görüntü Modelleri|Flatten ve Dense katmanlarını kullanma
Python|Keras Görüntü Modelleri|Model compile etme
Python|Keras Görüntü Modelleri|Model fit (eğitim) işlemi
Python|Keras Görüntü Modelleri|Model değerlendirme (evaluate)
Python|Keras Görüntü Modelleri|Tahmin yapma (predict)
Python|Keras Görüntü Modelleri|Görsel verileri yeniden boyutlandırma
Python|Keras Görüntü Modelleri|Görsel verileri normalize etme
Python|Keras Görüntü Modelleri|One-hot encoding
Python|Keras Görüntü Modelleri|Eğitim ve doğrulama verisini ayırma
Python|Keras Görüntü Modelleri|Model geçmişini takip etme (history)
Python|Keras Görüntü Modelleri|Erken durdurma (EarlyStopping) kullanımı
Python|Keras Görüntü Modelleri|Dropout ile overfitting önleme
Python|Keras Görüntü Modelleri|Data augmentation uygulama
Python|Keras Görüntü Modelleri|Pretrained model yükleme (VGG, ResNet)
Python|Keras Görüntü Modelleri|Transfer learning uygulama
Python|Keras Görüntü Modelleri|Katmanları dondurma ve fine-tuning
Python|Keras Görüntü Modelleri|Modeli kaydetme (save) ve yükleme (load_model)
Python|Keras Görüntü Modelleri|Confusion matrix hesaplama ve görselleştirme
Python|Kontrol Akışı (Koşullar ve Döngüler)|if ile koşullu durumları kontrol etme ve blok içini girintiyle belirtme
Python|Kontrol Akışı (Koşullar ve Döngüler)|elif ve else kullanarak birden fazla durumu sıralı olarak kontrol etme
Python|Kontrol Akışı (Koşullar ve Döngüler)|Tek satırda koşullu ifade (ternary) kullanımı (x = a if cond else b)
Python|Kontrol Akışı (Koşullar ve Döngüler)|for döngüsüyle yinelenebilir bir nesne üzerinde yineleme yapma (ör. liste elemanlarını dolaşma)
Python|Kontrol Akışı (Koşullar ve Döngüler)|while döngüsüyle koşul sağlandığı sürece tekrar eden işlemler yapma
Python|Kontrol Akışı (Koşullar ve Döngüler)|Döngü içinde break ifadesiyle döngüyü tamamen sonlandırma
Python|Kontrol Akışı (Koşullar ve Döngüler)|Döngü içinde continue ifadesiyle o adımı sonlandırıp sonraki adıma geçme
Python|Kontrol Akışı (Koşullar ve Döngüler)|range(start, stop, step) kullanarak belirli adımlarla döngü sayacı oluşturma
Python|Kontrol Akışı (Koşullar ve Döngüler)|İç içe döngüler yazarak çok boyutlu yapıları dolaşma (nested loops)
Python|Kontrol Akışı (Koşullar ve Döngüler)|Hiçbir işlem yapmayan yer tutucu blok için pass ifadesini kullanma
Python|Kontrol Akışı (Koşullar ve Döngüler)|Koşul ifadelerinde truthy/falsy değerlerin davranışını anlama (0, boş string vs False kabul edilir)
Python|Kontrol Akışı (Koşullar ve Döngüler)|Döngü ile toplayarak veya çarparak hesaplama yapma (ör. faktöriyel hesaplamak için while döngüsü)
Python|Kontrol Akışı (Koşullar ve Döngüler)|enumerate() ile bir döngüde hem indeks hem değer elde etme
Python|Kontrol Akışı (Koşullar ve Döngüler)|zip() ile birden fazla listeyi paralel olarak aynı döngüde yürütme
Python|Kontrol Akışı (Koşullar ve Döngüler)|Liste üreteçlerinde (comprehension) koşul ifadesi kullanarak filtreleme yapma
Python|Kontrol Akışı (Koşullar ve Döngüler)|Sonsuz döngü oluşturma (while True:) ve içeride koşula göre break ile çıkış yapma
Python|Kontrol Akışı (Koşullar ve Döngüler)|Döngülerin else bloğunu kullanarak döngü tamamlandıktan sonra koşullu işlem yapma
Python|Kontrol Akışı (Koşullar ve Döngüler)|Koşul ifadelerini parantezle gruplandırarak karmaşık koşulları okunaklı hale getirme
Python|Kontrol Akışı (Koşullar ve Döngüler)|Karşılaştırma operatörlerini zincirleme (5 < x < 10) ile aralık kontrolü yapma
Python|Modüller ve Paket Yönetimi|Mevcut bir modülü programa dahil etme (import modul_adı)
Python|Modüller ve Paket Yönetimi|Bir modülden belirli bir bileşeni içe aktarma (from math import pi, sqrt)
Python|Modüller ve Paket Yönetimi|Modülü kısaltma adıyla import etme (import numpy as np)
Python|Modüller ve Paket Yönetimi|Kendi yazdığın Python dosyasını modül gibi kullanma (aynı klasörde dosyayı import etme)
Python|Modüller ve Paket Yönetimi|Paket kavramını anlama (klasör içinde __init__.py bulunması paketi tanımlar)
Python|Modüller ve Paket Yönetimi|Standart kütüphane modüllerini kullanma (örn. math, datetime, os, sys)
Python|Modüller ve Paket Yönetimi|pip komutuyla bir paketi yükleme (pip install paket_adı)
Python|Modüller ve Paket Yönetimi|Sanal ortam (virtual environment) oluşturarak projeye özel paket kurulumunu sağlama
Python|Modüller ve Paket Yönetimi|Proje bağımlılıklarını requirements.txt dosyasında listeleme (pip freeze > requirements.txt)
Python|Modüller ve Paket Yönetimi|Bir modülün dosya sistemindeki konumunu inceleme (modul_adı.__file__)
Python|Modüller ve Paket Yönetimi|Python modül arama yolunu (sys.path) ve PYTHONPATH ortam değişkenini anlama
Python|Modüller ve Paket Yönetimi|Pip ile paket versiyonunu yükseltme (pip install --upgrade paket_adı) veya belirli versiyonu yükleme
Python|Modüller ve Paket Yönetimi|conda kullanarak paket ve ortam yönetimi (conda ortamı oluşturma ve paket kurma)
Python|Modüller ve Paket Yönetimi|pip vs conda farklarını anlama (pip Python paketleri, conda çoklu dil ve bağımlılık)
Python|Modüller ve Paket Yönetimi|pip ile paket kaldırma (pip uninstall paket_adı)
Python|Modüller ve Paket Yönetimi|Geliştirme modunda kurulum (pip install -e .) ile kendi yazdığın paketi sistemde bağlantılı hale getirme
Python|Modüller ve Paket Yönetimi|setup.py veya pyproject.toml kullanarak paketi dışarı dağıtılabilir şekilde yapılandırma
Python|Modüller ve Paket Yönetimi|PyPI (Python Package Index) üzerinden paket yayınlama sürecine (hesap oluşturma, twine upload) aşina olma
Python|Nesne Yönelimli Programlama|class anahtar kelimesi ile yeni bir sınıf tanımlama
Python|Nesne Yönelimli Programlama|Sınıfa ait nitelikler (özellikler) ve metodlar tanımlayarak nesne modelini oluşturma
Python|Nesne Yönelimli Programlama|Tanımlanan bir sınıftan örnek (obje) oluşturma (obje = SınıfAdı())
Python|Nesne Yönelimli Programlama|Yapıcı (constructor) metod olarak __init__ tanımlayarak nesne oluşturulurken başlangıç değerlerini atama
Python|Nesne Yönelimli Programlama|Sınıf metodlarında self parametresini kullanarak örnek seviyesindeki verilere erişme
Python|Nesne Yönelimli Programlama|Sınıf değişkenleri (tüm örneklerce paylaşılan) vs. örnek değişkenleri (her nesneye özgü) farkını anlama
Python|Nesne Yönelimli Programlama|Kalıtım (inheritance) kullanarak bir sınıftan alt sınıf türetme ve özelliklerini miras alma
Python|Nesne Yönelimli Programlama|Alt sınıfta super() çağırarak üst sınıfın yöntemlerini çağırma veya genişletme
Python|Nesne Yönelimli Programlama|Metod geçersiz kılma (override) ile üst sınıftaki bir metodu alt sınıfta yeniden tanımlama
Python|Nesne Yönelimli Programlama|Çok biçimlilik (polymorphism) kavramını uygulama (aynı arayüzü paylaşan farklı sınıfların farklı davranması)
Python|Nesne Yönelimli Programlama|Python'da çoklu kalıtım yapma ve Method Resolution Order (MRO) kavramını anlama
Python|Nesne Yönelimli Programlama|Özel metodlar (__str__, __len__, __repr__ gibi dunder methodlar) tanımlayarak nesnelere özel davranış kazandırma
Python|Nesne Yönelimli Programlama|Operatör yöntemlerini aşırı yükleme (overload) yapma (ör. __add__ ile nesneleri + operatörüyle toplama yeteneği)
Python|Nesne Yönelimli Programlama|Kapsülleme (encapsulation) için adlandırma anlaşmaları (_tek tire, __çift tire) ile özel alanları gizleme yaklaşımı
Python|Nesne Yönelimli Programlama|@classmethod ve @staticmethod dekoratörlerini kullanarak sınıf seviyesinde metodlar tanımlama
Python|Nesne Yönelimli Programlama|Nesne örneklerini karşılaştırmak için __eq__, __lt__ gibi karşılaştırma metodlarını tanımlama
Python|Nesne Yönelimli Programlama|Sınıfları karma (hash) yapılabilir yapmak için __hash__ metodunu tanımlama (immutable nesneler için)
Python|Nesne Yönelimli Programlama|OOP tasarım prensiplerine giriş yapma (SOLID prensiplerini Python örnekleri ile düşünme)
Python|OpenCV|Görüntü okuma (cv2.imread)
Python|OpenCV|Görüntü gösterme (cv2.imshow)
Python|OpenCV|Görüntü kaydetme (cv2.imwrite)
Python|OpenCV|Video okuma ve gösterme (cv2.VideoCapture)
Python|OpenCV|Renk dönüşümü (BGR2GRAY, BGR2RGB)
Python|OpenCV|Görüntü yeniden boyutlandırma (resize)
Python|OpenCV|Görüntü kırpma
Python|OpenCV|GaussianBlur filtresi
Python|OpenCV|MedianBlur filtresi
Python|OpenCV|Kenar bulma (Canny edge detection)
Python|OpenCV|Görüntü eşikleme (thresholding)
Python|OpenCV|Adaptif eşikleme
Python|OpenCV|Maskeleme işlemleri
Python|OpenCV|ROI (Region of Interest) seçimi
Python|OpenCV|Morfolojik işlemler (erode, dilate)
Python|OpenCV|Kontur tespiti (cv2.findContours)
Python|OpenCV|Kontur çizme (cv2.drawContours)
Python|OpenCV|Görüntüye şekil çizme (çizgi, dikdörtgen, daire)
Python|OpenCV|Yazı yazma (cv2.putText)
Python|OpenCV|Görüntüyü döndürme ve yansıtma
Python|OpenCV|Perspektif dönüşüm (warpPerspective)
Python|OpenCV|Hough dönüşümü ile çizgi tespiti
Python|OpenCV|Yüz tanıma (Haar Cascade)
Python|OpenCV|Nesne takibi
Python|OpenCV|Hareket algılama
Python|OpenCV|Renk bazlı nesne takibi (HSV)
Python|OpenCV|Çerçeve üzerine bounding box çizme
Python|OpenCV|Şablon eşleştirme (template matching)
Python|OpenCV|Histogram hesaplama ve eşitleme
Python|OpenCV|Görüntü histogramı karşılaştırma
Python|OpenCV|Video kaydı (cv2.VideoWriter)
Python|OpenCV|Trackbar ile etkileşimli filtre ayarı
Python|OpenCV|Fare olayları ile etkileşim
Python|OpenCV|Renk uzayı değişimi (LAB, YUV)
Python|OpenCV|Perspektif düzeltme
Python|OpenCV|Görüntüleri birleştirme (concat)
Python|OpenCV|Filtre maskesi oluşturma
Python|OpenCV|Kenar yoğunluğu hesaplama
Python|OpenCV|Görüntü farkı alma
Python|OpenCV|Segmentasyon (Watershed algoritması)
Python|PyTorch|Tensor oluşturma (torch.tensor)
Python|PyTorch|Tensor boyutlarını kontrol etme (shape, ndim)
Python|PyTorch|Tensor yeniden boyutlandırma (view, reshape)
Python|PyTorch|Tensor veri tipi değiştirme (float, int)
Python|PyTorch|NumPy ile dönüşüm (tensor <-> numpy)
Python|PyTorch|Otomatik türev hesaplama (autograd)
Python|PyTorch|Gradient izleme (requires_grad)
Python|PyTorch|Basit lineer model tanımlama
Python|PyTorch|Loss function tanımlama (nn.MSELoss, nn.CrossEntropyLoss)
Python|PyTorch|Optimizer kullanımı (SGD, Adam)
Python|PyTorch|İleri yayılım (forward pass)
Python|PyTorch|Geri yayılım (backward pass)
Python|PyTorch|Eğitim döngüsü oluşturma
Python|PyTorch|Test döngüsü oluşturma
Python|PyTorch|torch.nn.Module sınıfı kullanımı
Python|PyTorch|Katmanlar ekleme (nn.Linear, nn.Conv2d, vs)
Python|PyTorch|Dataset ve DataLoader sınıfları
Python|PyTorch|Verileri batch'lere ayırma
Python|PyTorch|Eğitim ve doğrulama ayrımı yapma
Python|PyTorch|Modelin doğruluk/başarı metrikleri
Python|PyTorch|Model kaydetme (torch.save)
Python|PyTorch|Model yükleme (torch.load)
Python|PyTorch|Modeli CPU ve GPU arasında taşıma (to(device))
Python|PyTorch|CUDA kullanımı
Python|PyTorch|Transfer learning uygulamaları
Python|PyTorch|torchsummary ile model özeti
Python|PyTorch|torchviz ile model görselleştirme
Python|PyTorch|Farklı veri setleriyle çalışma (MNIST, CIFAR-10, vb.)
Python|PyTorch|Custom dataset sınıfı yazma
Python|PyTorch|torchvision ile hazır veri setleri kullanma
Python|PyTorch|torchvision.transforms ile veri artırma
Python|PyTorch|Model checkpoint oluşturma
Python|PyTorch|Learning rate scheduling
Python|PyTorch|Overfitting ve regularization
Python|PyTorch|Cross-validation uygulama
Python|PyTorch|Confusion matrix çizimi
Python|PyTorch|Eğitim geçmişi kaydı ve grafikleri
Python|PyTorch|Early stopping mantığı
Python|PyTorch|Multiple GPU ile eğitim
Python|PyTorch|TorchScript ile modeli optimize etme
Python|SQL|SQL sorgusu yazma (SELECT)
Python|SQL|Tablo oluşturma (CREATE TABLE)
Python|SQL|Veri ekleme (INSERT INTO)
Python|SQL|Veri güncelleme (UPDATE)
Python|SQL|Veri silme (DELETE)
Python|SQL|WHERE koşulu kullanımı
Python|SQL|Mantıksal operatörler (AND, OR, NOT)
Python|SQL|LIKE operatörü ile arama
Python|SQL|BETWEEN ile aralık filtreleme
Python|SQL|IN ile çoklu seçim
Python|SQL|NULL değer kontrolü (IS NULL, IS NOT NULL)
Python|SQL|GROUP BY ile gruplama
Python|SQL|HAVING ile grup sonrası filtreleme
Python|SQL|ORDER BY ile sıralama
Python|SQL|JOIN işlemleri (INNER, LEFT, RIGHT, FULL OUTER)
Python|SQL|Alt sorgular (Subqueries)
Python|SQL|View oluşturma (CREATE VIEW)
Python|SQL|Index kullanımı (CREATE INDEX)
Python|SQL|Primary key ve foreign key kullanımı
Python|SQL|SQL Injection'dan korunma yaklaşımları
Python|SQL|SQL ile veri tipi tanımlama (INT, VARCHAR, DATE, BOOL)
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|math modülü ile matematiksel işlemler yapma (ceil, floor, factorial, sqrt vs.)
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|datetime modülü ile tarih ve saat nesneleri oluşturma, formatlama (bugün: datetime.datetime.now())
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|random modülü ile rastgele sayılar üretme (random.randint, random.choice)
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|os modülü ile işletim sistemi işlemleri yapma (geçerli dizin: os.getcwd(), dizin listeleme: os.listdir())
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|sys modülü ile Python çalışma ortamına erişim (argv komut satırı argümanları, sys.platform)
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|json modülü ile JSON formatlı verileri serileştirme ve okuma (json.dumps, json.loads)
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|re modülü ile düzenli ifadeler kullanarak metin aramaları yapma ve değiştirme
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|time modülü ile zamanı ölçme (başlangıç = time.time(); süre = time.time() - başlangıç) ve bekletme (time.sleep(5))
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|itertools modülü ile permütasyon, kombinasyon gibi yineleme araçlarını kullanma
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|functools modülü ile kullanışlı yüksek seviye fonksiyonlar (functools.lru_cache ile sonuçları önbellekleme)
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|Yerleşik fonksiyonları kullanma: len(), sum(), min(), max() temel hesaplamalar
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|enumerate ve zip ile yerleşik yineleme yardımcılarını kullanma
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|Tüm elemanlar için koşul kontrolü (all()) veya en az bir eleman için (any()) sonucunu öğrenme
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|format() fonksiyonuyla string biçimlendirme veya f-string kullanımı
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|dir() ve help() kullanarak bir modülün/nesnenin özelliklerini ve dokümantasyonunu keşfetme
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|collections modülünden Counter (eleman sayımı), OrderedDict (sıralı sözlük) gibi yapıları kullanma
Python|Standart Kütüphane & Yerleşik Fonksiyonlar|heapq modülü ile listeyi öncelik kuyruğu (min-heap) gibi kullanarak en küçük/büyük eleman takibi
Python|Temel Söz Dizimi|Python REPL ortamında etkileşimli kod yürütme
Python|Temel Söz Dizimi|.py uzantılı bir dosya oluşturup Python yorumlayıcısıyla çalıştırma
Python|Temel Söz Dizimi|print() fonksiyonuyla konsola metin ve değişken değeri yazdırma
Python|Temel Söz Dizimi|# kullanarak kod içinde yorum satırları ekleme
Python|Temel Söz Dizimi|Değişken tanımlama ve isimlendirme kurallarına uyma (harf, sayı, alt çizgi)
Python|Temel Söz Dizimi|Temel veri tiplerini kullanma (int, float, str, bool)
Python|Temel Söz Dizimi|"Veri tipleri arasında dönüşüm yapma (ör. int(""5""), str(123))"
Python|Temel Söz Dizimi|Aritmetik operatörleri kullanarak hesaplama yapma (+, -, *, /, //, %)
Python|Temel Söz Dizimi|Karşılaştırma operatörleri ile karşılaştırma yapma (==, !=, <, >, <=, >=)
Python|Temel Söz Dizimi|Mantıksal operatörlerle koşul ifadesi oluşturma (and, or, not)
Python|Temel Söz Dizimi|Girinti (indentation) kullanarak kod bloklarını tanımlama (fonksiyon, döngü, koşul)
Python|Temel Söz Dizimi|Satır sonu devamını sağlamak için \ karakterini kullanma
Python|Temel Söz Dizimi|Üç tırnak ''' kullanarak çok satırlı string tanımlama
Python|Temel Söz Dizimi|type() ile bir değişkenin tipini öğrenme
Python|Temel Söz Dizimi|input() fonksiyonuyla kullanıcı girdisi alma
Python|Temel Söz Dizimi|f-string veya format() ile metin biçimlendirme (değişkenleri string içinde kullanma)
Python|Temel Söz Dizimi|Özel karakterleri string içinde kullanma (ör. yeni satır için \n, tab için \t)
Python|Temel Söz Dizimi|Söz dizimi hatası (SyntaxError) aldığında hata mesajını okuyup hatayı düzeltme
Python|Temel Söz Dizimi|Çalışan Python sürümünü kontrol etme ve kodu uygun sürüme göre yazma (sys.version)
Python|TensorFlow / Keras|Model oluşturma (Sequential API)
Python|TensorFlow / Keras|Model oluşturma (Functional API)
Python|TensorFlow / Keras|Katmanlar ekleme (Dense, Conv2D, Flatten, vs)
Python|TensorFlow / Keras|Modeli derleme (compile)
Python|TensorFlow / Keras|Model eğitimi (fit)
Python|TensorFlow / Keras|Model değerlendirme (evaluate)
Python|TensorFlow / Keras|Tahmin yapma (predict)
Python|TensorFlow / Keras|Eğitim verisi hazırlama (veri ölçekleme, yeniden şekillendirme)
Python|TensorFlow / Keras|One-hot encoding
Python|TensorFlow / Keras|Aktivasyon fonksiyonları (relu, sigmoid, softmax)
Python|TensorFlow / Keras|Kayıp fonksiyonları (loss functions)
Python|TensorFlow / Keras|Optimizasyon algoritmaları (SGD, Adam)
Python|TensorFlow / Keras|Eğitim geçmişini takip etme (history)
Python|TensorFlow / Keras|Erken durdurma (EarlyStopping)
Python|TensorFlow / Keras|Model ağırlıklarını kaydetme ve yükleme
Python|TensorFlow / Keras|Model mimarisini görselleştirme (plot_model)
Python|TensorFlow / Keras|Callbacks kullanımı (ModelCheckpoint, ReduceLROnPlateau)
Python|TensorFlow / Keras|Dropout ile overfitting önleme
Python|TensorFlow / Keras|Normalizasyon (BatchNormalization)
Python|TensorFlow / Keras|TensorBoard ile görselleştirme
Python|TensorFlow / Keras|Modeli dışa aktarma (SavedModel, HDF5)
Python|TensorFlow / Keras|Transfer learning uygulama (önceden eğitilmiş model kullanımı)
Python|Veri Türleri ve Yapıları|Sayısal türlerle işlem yapma (tam sayı aritmetiği, ondalıklı sayı hesaplama)
Python|Veri Türleri ve Yapıları|Metin türünde (string) değişken oluşturma ve birleştirme (concatenation)
Python|Veri Türleri ve Yapıları|Boolean (True/False) değerlerle koşul ifadeleri ve mantıksal işlemler yapma
Python|Veri Türleri ve Yapıları|Liste (list) tanımlama ve indeks ile eleman erişimi (başlangıç indeksi 0)
Python|Veri Türleri ve Yapıları|Listelere eleman ekleme (append), araya ekleme (insert) ve silme (remove, pop)
Python|Veri Türleri ve Yapıları|Demet (tuple) oluşturma ve demetin değişmez (immutable) olduğunu anlama
Python|Veri Türleri ve Yapıları|Sözlük (dict) oluşturma ve anahtar-değer (key:value) çiftleriyle çalışma
Python|Veri Türleri ve Yapıları|"Sözlükten değer okuma (dict.get(""anahtar"")) ve sözlüğe yeni anahtar ekleme"
Python|Veri Türleri ve Yapıları|Küme (set) oluşturma ve küme operasyonları (kesişim, birliktelik, fark) yapma
Python|Veri Türleri ve Yapıları|Bir veri yapısını başka türe dönüştürme (list -> set, tuple -> list vs.)
Python|Veri Türleri ve Yapıları|Dilimleme (slicing) kullanarak liste veya string alt bölümlerini alma (list[a:b])
Python|Veri Türleri ve Yapıları|range() fonksiyonuyla belirli aralıkta sayılar üreterek liste oluşturma (list(range(5)))
Python|Veri Türleri ve Yapıları|Liste üreteçleri (list comprehension) ile tek satırda liste oluşturma ve filtreleme
Python|Veri Türleri ve Yapıları|Değişebilir (list, dict) ve değişmez (tuple, str) türlerin farkını anlama
Python|Veri Türleri ve Yapıları|Bir listeyi kopyalarken yüzeysel kopya vs. derin kopya farkını bilme (copy() modülü)
Python|Veri Türleri ve Yapıları|İç içe (nested) veri yapıları oluşturma (listeler içinde liste, sözlük içinde sözlük vb.)
Python|Veri Türleri ve Yapıları|None değerini kullanma ve NoneType tipinin özel olduğunu anlama
Python|Veri Türleri ve Yapıları|Bir objenin bellek adresini id() fonksiyonuyla inceleme (ileri seviye)
Python|Veri Türleri ve Yapıları|collections modülünden deque, Counter gibi ek veri yapıları kullanma
Python|Üretken Yapay Zeka Araçları|Metinden görüntü üretme (text-to-image)
Python|Üretken Yapay Zeka Araçları|DALL·E ile görsel oluşturma
Python|Üretken Yapay Zeka Araçları|Stable Diffusion kullanımı
Python|Üretken Yapay Zeka Araçları|Prompt mühendisliği temelleri
Python|Üretken Yapay Zeka Araçları|Prompt kalitesi optimizasyonu
Python|Üretken Yapay Zeka Araçları|Görsel stil değiştirme (style transfer)
Python|Üretken Yapay Zeka Araçları|Yüz üretimi ve değiştirme
Python|Üretken Yapay Zeka Araçları|Görsel boyutlandırma ve çözünürlük ayarları
Python|Üretken Yapay Zeka Araçları|Negative prompt kullanımı
Python|Üretken Yapay Zeka Araçları|Img2Img dönüştürme
Python|Üretken Yapay Zeka Araçları|Görsel filtreleme ve düzenleme
Python|Üretken Yapay Zeka Araçları|Üretilen görsellerin toplu indirilmesi
Python|Üretken Yapay Zeka Araçları|GUI araçları ile kullanım (AUTOMATIC1111 arayüzü vb.)
Python|Üretken Yapay Zeka Araçları|OpenAI API kullanarak üretim
Python|Üretken Yapay Zeka Araçları|DreamBooth eğitimi (kendi yüzünü öğretme)
Python|Üretken Yapay Zeka Araçları|HuggingFace ile model yönetimi
Python|Üretken Yapay Zeka Araçları|Lora ile hafif ince ayar yapma
Python|Üretken Yapay Zeka Araçları|Modeller arası karşılaştırma (DALL·E vs. Midjourney)
Python|Üretken Yapay Zeka Araçları|Prompt veri tabanı oluşturma
Python|Üretken Yapay Zeka Araçları|Token sayısı sınırlaması ve optimizasyon
Python|Üretken Yapay Zeka Araçları|Üretkenlik değerlendirmesi (gerçeklik, özgünlük, çözünürlük)
Sürüm Kontrolü|Git|Git nedir tanımı
Sürüm Kontrolü|Git|Git kurulumu
Sürüm Kontrolü|Git|Yerel repo oluşturma (git init)
Sürüm Kontrolü|Git|Değişiklikleri izleme (git status)
Sürüm Kontrolü|Git|Dosya ekleme (git add)
Sürüm Kontrolü|Git|Commit oluşturma (git commit)
Sürüm Kontrolü|Git|Commit geçmişini görüntüleme (git log)
Sürüm Kontrolü|Git|Değişiklikleri geri alma (git checkout)
Sürüm Kontrolü|Git|Branch oluşturma (git branch)
Sürüm Kontrolü|Git|Branch değiştirme (git checkout)
Sürüm Kontrolü|Git|Branch birleştirme (git merge)
Sürüm Kontrolü|Git|Çakışma çözümü
Sürüm Kontrolü|Git|Remote repository ekleme (git remote add)
Sürüm Kontrolü|Git|GitHub’a push etme (git push)
Sürüm Kontrolü|Git|Değişiklik çekme (git pull)
Sürüm Kontrolü|Git|Etiket oluşturma (git tag)
Sürüm Kontrolü|Git|.gitignore dosyası kullanımı
Sürüm Kontrolü|Git|Stash işlemleri (git stash)
Sürüm Kontrolü|Git|Rebase işlemi
Sürüm Kontrolü|Git|Git reflog ile geçmişe dönme
Sürüm Kontrolü|GitHub|GitHub hesabı oluşturma
Sürüm Kontrolü|GitHub|Repository oluşturma
Sürüm Kontrolü|GitHub|Proje README yazımı
Sürüm Kontrolü|GitHub|GitHub Pages ile site yayınlama
Sürüm Kontrolü|GitHub|GitHub üzerinden repo klonlama
Sürüm Kontrolü|GitHub|GitHub’a push/pull işlemleri
Sürüm Kontrolü|GitHub|Branch yönetimi
Sürüm Kontrolü|GitHub|Pull request oluşturma
Sürüm Kontrolü|GitHub|Merge işlemleri
Sürüm Kontrolü|GitHub|Kod üzerinde yorum yapma
Sürüm Kontrolü|GitHub|Commit geçmişini inceleme
Sürüm Kontrolü|GitHub|Fork işlemi
Sürüm Kontrolü|GitHub|GitHub Issues kullanımı
Sürüm Kontrolü|GitHub|GitHub Projects ile proje yönetimi
Sürüm Kontrolü|GitHub|Actions ile CI/CD otomasyonu
Sürüm Kontrolü|GitHub|Release oluşturma
Sürüm Kontrolü|GitHub|GitHub Gists kullanımı
Sürüm Kontrolü|GitHub|GitHub Desktop ile GUI kullanımı
Sürüm Kontrolü|GitHub|Katkı rehberi (contributing.md) oluşturma
Sürüm Kontrolü|GitHub|Lisans dosyası (LICENSE) ekleme
Tasarım|Adobe Photoshop|Arayüz ve araçları tanıma
Tasarım|Adobe Photoshop|Yeni belge oluşturma
Tasarım|Adobe Photoshop|Katmanlarla çalışma
